ID,join_date,YOB,education,martial_status,Income,Kidhome,Teenhome,Recency,Complain,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response
5252,2012-10-26,1969-01-01,Graduation,Divorced,23910.0,1,0,80,0,2,0,3,7,16,12,18,7,1,13,1,0,0,0,0,0,0
7444,2013-10-19,1969-01-01,Master,Married,42169.0,1,1,20,0,1,0,3,8,19,0,9,0,0,2,2,0,0,0,0,0,0
6919,2013-06-04,1978-01-01,2n Cycle,Married,26224.0,1,0,39,0,2,1,3,6,4,7,15,13,9,15,3,0,0,0,0,0,0
3537,2012-08-17,1981-01-01,Graduation,Together,31089.0,1,0,57,0,3,0,4,8,31,3,31,2,8,4,3,0,0,0,0,0,0
10277,2013-02-21,1961-01-01,Graduation,Single,30081.0,0,1,27,0,1,0,3,7,36,0,2,0,0,4,1,0,0,0,0,0,0
2453,2012-08-31,1960-01-01,Graduation,Together,62807.0,0,1,83,0,5,3,12,5,526,28,135,10,21,99,3,0,0,0,0,0,0
7972,2013-09-17,1955-01-01,Graduation,Single,72906.0,0,0,79,0,3,4,9,1,400,32,519,71,75,54,1,0,0,0,0,0,0
895,2012-12-09,1948-01-01,PhD,Married,61467.0,0,2,69,0,5,2,10,5,410,16,114,0,5,49,3,0,0,0,0,0,0
1177,2013-01-26,1966-01-01,Master,Together,49618.0,1,1,77,0,3,1,3,7,80,3,26,4,2,14,4,0,0,0,0,0,0
7141,2012-12-29,1986-01-01,Master,Single,21888.0,1,0,15,0,5,1,2,10,88,10,46,2,3,64,4,0,0,0,0,0,1
7232,2014-02-11,1973-01-01,Graduation,Widow,42429.0,0,1,99,0,1,1,3,5,55,0,6,2,0,4,2,0,0,0,0,0,0
8477,2013-03-11,1956-01-01,Graduation,Divorced,26150.0,2,1,61,0,1,0,3,7,5,1,13,3,5,1,1,0,0,0,0,0,0
2457,2012-10-26,1975-01-01,Basic,Married,30801.0,0,1,23,0,1,0,3,7,8,4,5,15,2,11,2,0,0,0,0,0,0
988,2014-05-07,1965-01-01,Graduation,Married,81168.0,0,0,84,0,6,4,7,3,410,0,592,147,22,22,1,1,0,0,0,0,0
7930,2013-08-19,1969-01-01,Master,Single,26877.0,0,0,74,0,3,1,6,6,101,13,76,20,18,40,2,0,0,0,0,0,0
4587,2013-07-18,1944-01-01,Master,Widow,45006.0,0,0,90,0,3,1,7,3,162,25,53,16,0,10,1,0,0,0,0,0,0
6682,2012-12-11,1973-01-01,Basic,Married,18978.0,1,0,41,0,1,0,3,8,2,8,1,4,7,15,1,0,0,0,0,0,0
6222,2013-10-28,1967-01-01,Graduation,Married,22574.0,2,1,28,0,2,0,3,7,25,0,8,2,0,2,2,0,0,0,0,0,0
10299,2012-11-09,1969-01-01,PhD,Single,48240.0,0,0,73,0,6,3,13,5,389,91,248,64,49,41,3,0,0,0,0,0,1
3083,2013-07-26,1974-01-01,Graduation,Married,45837.0,1,1,88,0,6,2,5,7,215,13,87,17,17,24,5,0,0,0,0,0,0
8953,2013-05-06,1965-01-01,Master,Single,35791.0,2,1,94,0,1,0,3,8,27,0,5,0,0,3,2,0,0,0,0,0,0
1503,2013-06-03,1976-01-01,PhD,Together,162397.0,1,1,31,0,0,0,1,1,85,1,16,2,1,2,0,0,0,0,0,0,0
8650,2013-03-18,1978-01-01,Graduation,Widow,54162.0,1,1,31,0,1,0,3,4,5,6,10,6,5,10,1,0,0,0,0,0,0
10862,2012-08-17,1960-01-01,Master,Married,30522.0,0,1,6,0,1,2,9,2,179,8,83,19,11,26,5,0,0,0,0,0,0
2782,2013-07-11,1961-01-01,PhD,Married,54456.0,0,1,23,0,6,1,7,6,352,0,27,10,0,15,3,0,0,0,0,0,0
6941,2013-07-14,1971-01-01,Graduation,Single,31632.0,0,0,92,0,2,1,2,7,17,8,12,11,15,32,1,0,0,0,0,0,0
10972,2014-03-10,1949-01-01,Graduation,Widow,72298.0,0,0,52,0,4,3,6,1,625,35,169,58,17,35,1,0,0,0,1,1,0
10708,2013-12-28,1978-01-01,2n Cycle,Single,36975.0,1,0,50,0,1,0,3,7,10,6,11,0,4,2,1,0,0,0,0,0,0
6583,2013-06-03,1955-01-01,2n Cycle,Married,72635.0,0,0,54,0,6,8,6,3,390,22,323,104,35,107,1,1,0,0,0,0,0
3641,2013-01-20,1976-01-01,Graduation,Married,13624.0,1,0,93,0,2,0,3,6,10,2,15,2,1,6,2,0,0,0,0,0,0
10156,2013-06-03,1975-01-01,Graduation,Single,84196.0,0,1,56,0,8,4,7,3,215,63,507,231,31,190,1,0,0,0,0,0,0
4299,2012-09-21,1960-01-01,Graduation,Together,70971.0,0,1,28,0,11,11,5,7,1001,17,572,93,125,17,7,0,0,0,0,0,1
3469,2012-09-06,1977-01-01,PhD,Divorced,34487.0,1,1,94,0,3,0,3,9,19,18,33,24,1,8,3,0,0,0,0,0,0
5063,2012-12-18,1977-01-01,Graduation,Single,28769.0,1,0,76,0,4,1,4,9,41,5,129,10,3,3,3,0,0,0,0,0,0
10727,2013-11-19,1970-01-01,PhD,Married,69084.0,1,0,43,0,7,3,13,8,1181,107,199,39,30,30,2,0,0,0,0,0,0
9624,2014-06-13,1958-01-01,PhD,Together,65488.0,0,0,46,0,3,4,6,1,603,45,207,36,18,54,1,0,0,0,0,0,0
5156,2014-01-15,1970-01-01,2n Cycle,Married,62466.0,0,1,13,0,6,3,12,4,129,129,259,168,121,83,5,0,0,0,0,0,0
4376,2014-02-15,1960-01-01,2n Cycle,Single,32218.0,0,0,27,0,2,1,3,7,10,24,15,13,1,30,1,0,0,1,0,0,1
8923,2013-04-18,1973-01-01,Graduation,Single,83917.0,0,0,12,0,6,7,7,3,514,22,732,42,198,79,1,0,0,0,0,0,1
8461,2014-03-10,1962-01-01,Graduation,Divorced,46102.0,2,1,3,0,1,0,2,7,14,0,1,0,0,1,1,0,0,0,0,0,0
6945,2013-06-04,1952-01-01,Graduation,Single,84574.0,0,0,72,0,9,11,11,5,387,20,713,38,54,163,1,0,0,0,0,0,0
944,2013-01-08,1962-01-01,Graduation,Married,56181.0,0,1,6,0,4,2,7,4,121,103,69,8,44,48,1,0,0,0,0,0,0
1907,2012-09-28,1950-01-01,Master,Divorced,63120.0,0,1,53,0,8,4,9,7,965,69,279,54,41,69,5,0,0,0,0,0,1
701,2013-11-06,1971-01-01,Graduation,Married,73691.0,0,1,58,0,6,2,8,2,707,21,250,85,43,73,2,0,0,1,0,0,0
3856,2012-10-05,1960-01-01,Graduation,Together,63381.0,0,1,78,0,4,5,13,2,571,50,142,33,50,159,4,0,0,0,0,0,0
4149,2014-05-13,1948-01-01,PhD,Together,76140.0,0,0,57,0,5,9,6,2,586,66,653,17,0,26,1,0,0,0,0,0,0
2131,2012-12-30,1959-01-01,PhD,Divorced,62859.0,0,1,37,0,9,4,6,6,1063,89,102,16,12,25,4,0,0,0,0,0,0
2942,2013-05-07,1964-01-01,Graduation,Single,45906.0,0,1,20,0,5,4,4,5,305,3,27,4,3,144,2,0,0,1,0,0,0
1173,2013-03-10,1947-01-01,Master,Together,77632.0,0,0,73,0,4,2,6,2,1200,105,758,0,42,147,1,0,0,0,1,1,1
4381,2013-08-18,1971-01-01,PhD,Married,46463.0,1,1,56,0,3,1,6,6,163,2,40,8,11,11,7,0,0,0,0,0,0
4611,2013-01-21,1970-01-01,Graduation,Together,105471.0,0,0,36,0,9,8,13,3,1009,181,104,202,21,207,0,1,0,0,0,1,1
3376,2013-12-13,1970-01-01,Master,Divorced,55282.0,1,0,9,0,3,1,6,4,125,6,73,8,4,19,1,0,0,0,0,0,0
4679,2014-05-23,1977-01-01,Master,Married,78710.0,0,1,42,0,7,6,12,4,721,0,152,119,50,50,3,0,0,0,0,0,0
10928,2013-09-16,1958-01-01,Graduation,Together,66886.0,0,1,28,0,7,1,7,5,315,4,62,41,31,146,2,0,0,0,0,0,0
4248,2014-02-17,1960-01-01,Master,Single,98777.0,0,0,23,0,4,6,9,1,1000,19,711,125,115,38,0,0,0,0,1,0,0
6728,2012-08-27,1985-01-01,Graduation,Together,29103.0,1,0,38,0,1,0,3,9,16,0,17,6,3,6,2,0,0,0,0,0,0
6661,2012-08-12,1974-01-01,Graduation,Married,67445.0,0,1,63,0,9,6,12,6,757,80,217,29,80,11,5,0,0,0,0,0,0
4725,2014-04-13,1950-01-01,PhD,Together,50616.0,0,1,71,0,1,1,4,2,30,2,25,0,1,9,1,0,0,0,0,0,0
3277,2012-08-03,1955-01-01,Graduation,Divorced,49431.0,0,1,9,0,7,1,5,8,219,3,100,26,0,17,2,0,0,0,0,0,0
5555,2014-02-07,1975-01-01,Graduation,Divorced,153924.0,0,0,81,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2564,2014-01-04,1953-01-01,Graduation,Together,61278.0,0,1,87,0,3,1,4,6,111,3,28,2,6,15,2,0,0,0,0,0,0
946,2012-09-22,1958-01-01,2n Cycle,Together,26490.0,0,0,92,0,3,1,5,6,45,47,52,21,20,25,2,0,0,0,0,0,0
3867,2013-08-31,1947-01-01,PhD,Together,73059.0,0,1,36,0,9,3,13,4,410,112,420,0,82,71,1,0,0,0,0,0,0
6940,2013-10-21,1966-01-01,PhD,Single,46734.0,1,2,86,0,3,2,3,6,100,1,39,6,1,76,4,0,0,1,0,0,0
55,2012-12-07,1963-01-01,Graduation,Together,56253.0,0,1,83,0,7,2,9,6,509,0,65,7,11,5,4,0,0,0,0,0,0
7093,2013-11-14,1985-01-01,Graduation,Married,19986.0,1,0,74,0,0,0,3,7,3,6,5,0,2,6,1,0,0,0,0,0,0
5084,2013-12-25,1975-01-01,Graduation,Widow,58330.0,0,1,87,0,6,4,13,4,445,53,213,104,98,151,1,0,0,0,0,0,0
1777,2012-09-07,1980-01-01,Basic,Married,25965.0,0,0,29,0,2,0,3,8,2,2,11,41,7,11,1,0,0,0,0,0,0
8162,2013-01-01,1956-01-01,Master,Together,14661.0,0,0,88,0,1,0,3,6,4,1,11,6,2,2,1,0,0,0,0,0,0
10826,2012-12-28,1959-01-01,Graduation,Married,18690.0,0,0,77,0,1,1,2,8,6,1,7,23,4,19,1,0,0,0,0,0,0
8754,2013-05-16,1974-01-01,PhD,Together,45068.0,0,1,25,0,1,0,2,7,14,0,3,0,0,3,1,0,0,0,0,0,0
1987,2013-09-25,1987-01-01,Basic,Single,21063.0,1,0,34,0,2,0,3,6,1,10,11,19,3,15,2,0,0,0,0,0,0
11007,2013-05-09,1968-01-01,PhD,Married,29187.0,1,0,43,0,1,0,3,8,26,0,6,0,0,2,1,0,0,0,0,0,0
7426,2013-11-07,1971-01-01,2n Cycle,Married,54690.0,1,1,76,0,3,1,5,3,111,16,37,7,9,18,3,0,0,0,0,0,0
9153,2013-07-29,1964-01-01,PhD,Married,59304.0,0,1,81,0,7,8,10,5,418,61,428,80,51,10,3,0,0,0,0,0,0
10379,2013-11-08,1962-01-01,Master,Single,59247.0,0,2,87,0,5,2,9,6,327,9,122,19,14,83,5,0,0,0,0,0,0
9204,2012-09-12,1970-01-01,Graduation,Widow,66731.0,0,1,33,0,4,3,6,3,371,159,194,58,106,141,4,0,0,0,0,0,0
3197,2013-12-16,1980-01-01,Graduation,Married,77353.0,0,1,38,0,6,4,8,4,275,59,107,69,101,59,2,0,0,0,0,0,0
2920,2012-12-01,1975-01-01,PhD,Single,52614.0,0,1,63,0,2,4,8,8,789,0,142,12,9,38,2,0,0,0,0,0,0
6961,2014-05-22,1974-01-01,Graduation,Married,26751.0,2,0,26,0,1,0,2,8,1,1,5,0,3,1,1,0,0,0,0,0,0
4673,2012-10-30,1963-01-01,PhD,Married,81300.0,0,1,17,0,10,3,5,5,1004,12,145,32,12,36,3,1,0,0,0,0,1
9937,2014-01-02,1979-01-01,Graduation,Single,70337.0,0,0,75,0,2,2,12,1,187,81,149,25,43,91,1,0,0,0,0,0,0
8779,2013-06-16,1985-01-01,2n Cycle,Married,36145.0,1,0,13,0,4,1,3,9,56,4,76,17,1,18,4,0,0,1,0,0,1
9596,2013-12-23,1980-01-01,PhD,Single,65295.0,0,0,19,0,3,3,13,2,365,32,117,34,110,6,1,0,0,0,0,0,0
2891,2013-10-18,1963-01-01,Graduation,Divorced,68118.0,0,1,51,0,8,9,4,6,595,23,123,10,23,154,2,0,0,0,0,0,0
4910,2012-08-30,1967-01-01,Graduation,Divorced,68743.0,0,0,81,0,11,5,13,7,1132,134,384,175,134,115,1,0,0,0,0,0,0
75,2013-07-25,1982-01-01,2n Cycle,Together,41039.0,0,0,32,0,8,1,5,8,34,11,137,179,61,45,1,0,0,0,0,0,0
10120,2013-10-24,1955-01-01,Graduation,Together,38946.0,0,1,84,0,3,1,6,5,116,6,82,6,6,41,2,0,0,0,0,0,0
6327,2013-12-19,1967-01-01,Graduation,Together,65777.0,0,0,87,0,2,8,6,1,565,32,435,28,32,54,1,0,0,0,0,0,0
10142,2013-03-07,1976-01-01,PhD,Divorced,66476.0,0,1,99,0,5,2,11,4,372,18,126,47,48,78,2,0,0,0,0,0,0
9826,2012-09-12,1972-01-01,PhD,Single,86857.0,0,0,96,0,5,6,10,2,899,102,838,133,102,40,1,0,0,0,0,0,1
1501,2012-08-04,1982-01-01,PhD,Married,160803.0,0,0,21,0,0,28,1,0,55,16,1622,17,3,4,15,0,0,0,0,0,0
10767,2014-05-16,1989-01-01,PhD,Together,77845.0,0,0,40,0,3,5,12,1,760,40,480,0,40,26,1,1,0,0,0,1,0
7279,2013-09-30,1969-01-01,PhD,Together,69476.0,0,0,3,0,4,6,4,2,260,86,559,63,9,67,1,0,0,0,0,0,0
7230,2012-10-04,1960-01-01,PhD,Divorced,50611.0,0,1,98,0,4,5,7,6,459,0,24,6,0,4,6,0,0,0,1,0,1
143,2013-08-25,1970-01-01,Graduation,Single,61209.0,0,0,73,0,5,3,4,2,466,0,224,119,49,99,1,0,0,0,0,0,0
450,2013-07-12,1958-01-01,Master,Together,42315.0,0,1,90,0,1,4,4,3,67,15,80,17,11,80,3,0,0,0,0,0,0
9316,2013-11-02,1952-01-01,Basic,Together,13084.0,0,0,29,0,1,0,3,6,2,0,7,3,7,10,1,0,0,0,0,0,0
6379,2013-05-29,1949-01-01,Master,Widow,47570.0,1,1,3,0,2,2,2,7,67,1,20,0,2,31,3,0,0,0,0,0,1
9239,2013-07-26,1961-01-01,Master,Married,61923.0,0,2,94,0,2,1,4,3,92,4,18,3,3,6,1,0,0,0,0,0,0
8315,2014-03-26,1995-01-01,Graduation,Single,34824.0,0,0,65,0,1,0,2,6,4,2,11,2,0,4,1,0,0,0,0,0,0
2868,2013-04-08,1949-01-01,PhD,Single,26518.0,1,1,33,0,2,0,3,8,20,1,28,3,3,2,3,0,0,0,0,0,1
10888,2013-11-03,1961-01-01,Graduation,Single,45938.0,0,0,46,0,8,4,6,6,273,11,178,62,83,29,2,0,0,0,0,0,0
1277,2014-04-09,1960-01-01,Graduation,Together,78468.0,0,0,29,0,10,7,10,4,434,22,388,104,22,34,1,1,0,0,0,0,0
9977,2013-09-17,1973-01-01,Graduation,Divorced,78901.0,0,1,99,0,9,3,5,4,321,11,309,33,26,34,3,0,0,0,0,0,0
10196,2014-03-12,1978-01-01,Graduation,Married,71427.0,2,0,26,0,8,2,8,4,212,123,177,15,64,23,2,0,0,0,0,0,0
6384,2014-02-11,1978-01-01,Graduation,Divorced,71022.0,0,1,30,0,5,2,11,8,909,12,278,0,12,242,3,0,0,1,0,0,0
8029,2014-04-29,1988-01-01,Master,Single,90247.0,0,0,27,0,3,4,7,1,1184,32,352,21,16,16,1,1,0,0,1,1,1
968,2013-12-26,1968-01-01,Master,Divorced,41335.0,1,0,24,0,4,1,4,7,112,19,21,16,14,5,3,0,0,0,0,0,0
6988,2013-01-10,1986-01-01,Graduation,Married,71952.0,1,0,93,0,8,4,8,4,656,80,455,52,107,93,2,0,0,1,0,1,0
4472,2014-06-27,1970-01-01,PhD,Divorced,35682.0,1,0,34,0,1,1,3,2,23,0,8,6,2,18,1,0,0,0,0,0,0
6991,2013-04-10,1951-01-01,Graduation,Divorced,43185.0,0,1,88,0,9,3,6,8,537,6,42,16,6,30,2,0,0,0,0,0,0
3336,2013-11-21,1948-01-01,PhD,Together,66375.0,0,1,96,0,2,4,5,7,712,0,45,0,0,191,3,0,0,1,0,0,0
4301,2013-01-10,1971-01-01,Master,Married,35178.0,1,0,10,0,1,1,2,7,23,1,13,2,2,18,1,0,0,1,0,0,1
1940,2013-07-12,1986-01-01,Graduation,Married,25252.0,1,0,26,0,1,0,2,8,1,3,4,2,2,6,1,0,0,0,0,0,0
1272,2012-10-21,1965-01-01,Master,Single,55250.0,0,1,49,0,7,5,10,5,664,58,83,32,0,66,4,0,0,0,0,0,0
1388,2013-02-20,1975-01-01,Graduation,Single,33249.0,1,0,11,0,2,1,3,6,6,10,21,19,14,42,2,0,0,0,0,0,0
1044,2013-05-14,1953-01-01,Graduation,Together,58398.0,0,0,44,0,5,4,8,4,299,5,201,21,21,49,3,0,0,0,0,0,0
6969,2013-08-07,1982-01-01,Graduation,Together,50272.0,1,0,75,0,4,1,5,7,99,13,66,43,8,4,3,0,0,0,0,0,0
10479,2012-12-07,1975-01-01,PhD,Married,76618.0,0,0,64,0,3,2,5,1,749,40,294,121,160,147,1,0,0,0,0,0,0
3619,2012-09-23,1960-01-01,2n Cycle,Divorced,87305.0,0,0,19,0,5,3,8,2,345,25,501,63,138,80,1,0,0,0,0,1,1
1715,2013-02-11,1978-01-01,Graduation,Together,25851.0,1,0,45,0,2,0,3,7,9,4,18,7,5,5,2,0,0,0,0,0,0
10159,2013-03-31,1970-01-01,Graduation,Divorced,58710.0,0,1,77,0,11,5,9,6,440,81,368,0,122,174,6,0,0,0,0,0,0
1463,2014-03-29,1958-01-01,Graduation,Single,45160.0,1,1,9,0,1,0,2,7,8,2,5,3,0,3,1,0,0,0,0,0,0
5114,2012-12-19,1965-01-01,Master,Married,74806.0,0,1,1,0,5,4,5,4,670,9,249,0,28,9,2,0,0,0,0,0,0
4990,2013-05-02,1954-01-01,Graduation,Married,59111.0,0,0,90,0,11,1,8,7,524,0,134,28,28,155,1,0,0,0,0,0,0
4329,2014-05-23,1984-01-01,PhD,Married,18988.0,1,0,43,0,1,0,3,7,6,0,6,2,1,1,2,0,0,0,0,0,0
10936,2013-02-13,1965-01-01,Graduation,Married,72190.0,0,0,79,0,5,6,4,3,597,166,597,172,166,249,1,0,0,0,0,0,0
4692,2012-08-01,1976-01-01,Graduation,Married,7500.0,1,0,19,0,4,1,2,9,7,0,12,13,7,32,5,0,0,1,0,0,1
7212,2014-06-08,1966-01-01,Graduation,Married,44794.0,0,1,99,0,2,0,3,6,54,0,7,0,0,4,1,0,0,0,0,0,0
6086,2013-11-23,1955-01-01,Graduation,Married,80395.0,0,0,62,0,6,5,12,2,445,25,706,80,76,48,1,1,0,0,0,0,0
437,2014-01-25,1976-01-01,Master,Divorced,75012.0,0,0,41,0,3,8,11,1,294,142,218,164,58,151,1,0,0,0,0,0,0
11171,2013-10-11,1965-01-01,Master,Married,56962.0,2,1,60,0,6,3,5,7,292,3,77,10,3,26,7,0,0,0,0,0,0
11101,2013-04-15,1991-01-01,Graduation,Together,89891.0,0,0,17,0,11,6,8,4,412,22,132,59,28,183,1,0,0,0,0,1,0
5329,2013-09-27,1949-01-01,PhD,Divorced,35946.0,1,1,24,0,0,0,3,5,8,0,3,0,0,0,1,0,0,0,0,0,0
610,2012-08-07,1953-01-01,PhD,Together,53593.0,1,1,60,0,7,2,6,8,349,4,78,6,0,43,8,0,0,0,0,0,0
9384,2013-06-12,1978-01-01,Graduation,Married,66373.0,1,1,57,0,4,2,10,3,328,9,124,12,24,109,7,0,0,0,0,0,0
5956,2013-10-16,1948-01-01,PhD,Divorced,45072.0,1,2,74,0,6,1,4,8,144,2,99,7,2,30,5,0,0,0,0,0,0
10430,2013-10-09,1973-01-01,Graduation,Divorced,89694.0,1,1,22,0,4,3,4,5,1126,28,211,37,28,42,3,1,0,0,1,1,0
7875,2014-04-29,1949-01-01,Graduation,Married,72025.0,0,0,46,0,4,8,13,2,967,0,617,43,50,0,1,1,0,0,1,1,1
7072,2013-03-29,1973-01-01,Graduation,Married,67432.0,0,1,69,0,8,5,4,4,432,79,341,177,136,170,2,0,0,0,0,0,0
6255,2014-06-03,1952-01-01,Master,Together,70545.0,0,1,29,0,4,1,7,2,138,39,63,55,18,21,1,0,0,0,0,0,0
6516,2013-03-18,1989-01-01,Basic,Married,17487.0,1,0,37,0,1,0,2,7,0,0,1,7,4,6,1,0,0,0,0,0,0
5564,2012-08-09,1969-01-01,Graduation,Together,62882.0,0,1,26,0,7,5,6,4,509,133,497,78,24,97,2,0,0,0,0,0,0
5682,2013-03-23,1953-01-01,PhD,Single,64108.0,0,1,8,0,6,9,11,5,948,10,86,13,21,21,4,0,0,0,0,0,0
7458,2013-03-06,1956-01-01,Master,Together,34941.0,1,1,26,0,3,0,3,8,39,2,25,4,3,24,2,0,0,0,0,0,0
5237,2014-01-01,1950-01-01,PhD,Single,48767.0,1,2,79,0,2,1,3,5,28,1,21,3,0,10,3,0,0,0,0,0,0
7761,2013-08-01,1978-01-01,2n Cycle,Together,38702.0,1,0,71,0,3,0,4,6,13,11,24,13,8,40,2,0,0,0,0,0,0
5278,2014-01-25,1964-01-01,Graduation,Married,82224.0,0,0,83,0,6,9,5,3,307,26,360,138,31,40,1,1,0,0,0,0,0
3560,2013-05-12,1952-01-01,Graduation,Together,83844.0,0,0,57,0,4,4,11,1,901,31,345,75,31,191,1,0,0,0,0,1,0
7235,2013-12-09,1975-01-01,2n Cycle,Married,17003.0,1,0,37,0,2,0,4,5,2,5,12,4,8,7,3,0,0,0,0,0,0
10548,2014-03-09,1995-01-01,Graduation,Single,71163.0,0,0,30,0,3,8,12,1,283,17,372,138,106,44,1,0,0,0,0,0,0
2281,2013-09-15,1970-01-01,Graduation,Single,33697.0,1,0,34,0,1,0,2,7,4,3,7,0,3,11,1,0,0,1,0,0,0
4073,2014-01-29,1954-01-01,2n Cycle,Married,63564.0,0,0,0,0,10,10,7,6,769,80,252,15,34,65,1,0,0,1,0,0,1
6974,2013-12-31,1972-01-01,PhD,Together,83443.0,0,0,89,0,6,10,5,2,518,42,742,55,56,84,1,0,0,0,0,0,0
7938,2013-10-03,1958-01-01,PhD,Together,51518.0,0,1,92,0,3,2,10,3,350,8,66,17,4,4,2,0,0,0,0,0,0
7094,2013-12-25,1975-01-01,Graduation,Widow,58330.0,0,1,87,0,6,4,13,4,445,53,213,104,98,151,1,0,0,0,0,0,0
3667,2013-02-28,1969-01-01,Graduation,Married,80952.0,0,0,20,0,8,5,11,8,778,178,689,41,27,44,1,1,0,0,1,1,1
7723,2014-05-02,1979-01-01,Graduation,Together,75507.0,0,0,56,0,8,6,6,3,709,93,374,104,80,80,1,0,0,0,0,0,0
3870,2013-02-09,1978-01-01,2n Cycle,Together,63855.0,0,0,28,0,7,3,13,4,359,35,314,93,116,89,1,0,0,0,0,0,0
4012,2012-08-11,1972-01-01,PhD,Together,62220.0,0,1,55,0,7,6,5,6,799,12,375,16,12,12,5,0,0,0,0,0,1
5909,2013-09-19,1964-01-01,Graduation,Married,58512.0,0,1,25,0,3,4,8,8,895,10,101,13,0,152,5,0,0,0,0,0,0
10470,2013-03-15,1979-01-01,Master,Married,40662.0,1,0,0,0,2,1,3,4,40,2,23,0,4,23,2,0,0,0,0,0,0
6488,2014-04-06,1959-01-01,PhD,Married,38829.0,0,1,86,0,3,2,2,5,76,0,7,0,0,16,1,0,0,0,0,0,0
10270,2013-10-03,1981-01-01,2n Cycle,Married,35523.0,1,0,8,0,3,0,3,7,11,5,22,12,5,11,2,0,0,0,0,0,0
6887,2014-04-24,1967-01-01,Graduation,Single,79146.0,1,1,33,0,8,1,8,6,245,16,223,21,43,16,2,0,0,0,0,0,0
6406,2013-10-28,1988-01-01,Master,Married,78285.0,0,0,13,0,6,4,10,3,647,107,391,175,67,40,1,0,0,0,0,0,0
7573,2013-05-10,1978-01-01,PhD,Single,31626.0,1,0,12,0,2,1,2,7,39,1,9,2,1,34,1,0,0,1,0,0,1
4508,2014-05-22,1952-01-01,Graduation,Single,75127.0,0,0,92,0,2,11,5,1,203,35,305,46,17,227,1,0,0,0,0,0,0
221,2013-04-27,1955-01-01,Graduation,Married,48726.0,0,1,90,0,3,2,4,6,138,3,38,4,0,59,3,0,0,0,0,0,0
5331,2012-09-11,1977-01-01,Graduation,Married,74985.0,0,0,8,0,3,6,7,2,587,51,898,247,0,86,1,0,0,0,0,0,0
1911,2012-09-05,1987-01-01,Graduation,Together,67430.0,0,0,6,0,11,5,12,6,595,97,291,127,133,121,1,0,0,0,0,0,0
20,2013-09-01,1965-01-01,2n Cycle,Married,46891.0,0,1,91,0,2,1,4,4,43,12,23,29,15,61,1,0,0,0,0,0,0
8786,2013-05-26,1956-01-01,Master,Married,62058.0,0,1,52,0,6,1,7,6,301,7,74,10,0,58,4,0,0,0,0,0,0
10582,2013-07-03,1979-01-01,Graduation,Married,72063.0,0,1,3,0,5,2,12,2,180,32,348,76,32,90,2,0,0,0,0,0,0
1915,2013-12-12,1951-01-01,PhD,Married,78939.0,0,0,57,0,8,5,6,3,794,115,243,150,0,205,1,0,0,0,0,0,0
8897,2013-04-24,1965-01-01,Graduation,Single,42720.0,1,1,9,0,7,3,7,8,392,5,91,28,26,112,8,0,0,0,0,0,1
2371,2013-04-13,1972-01-01,Graduation,Married,33622.0,1,1,22,0,2,0,4,7,39,1,22,3,4,12,3,0,0,0,0,0,0
4303,2012-12-08,1957-01-01,PhD,Together,6835.0,0,1,76,0,0,0,1,20,107,2,12,2,2,12,0,0,0,0,0,0,0
6825,2013-03-06,1953-01-01,Graduation,Together,41452.0,1,1,86,0,1,0,2,7,13,0,3,0,0,0,1,0,0,0,0,0,0
1072,2013-08-30,1965-01-01,PhD,Single,40760.0,0,1,64,0,2,1,3,6,70,0,17,0,0,6,2,0,0,0,0,0,0
4964,2014-01-26,1958-01-01,PhD,Together,74250.0,0,0,90,0,2,11,4,1,680,11,392,75,0,0,1,0,0,0,0,0,0
2461,2013-12-18,1955-01-01,Master,Single,51124.0,1,1,79,0,1,0,3,3,26,1,11,0,1,4,2,0,0,0,0,0,0
10736,2013-09-12,1971-01-01,Graduation,Single,72258.0,0,1,28,0,6,9,5,2,522,0,522,227,120,134,2,0,0,0,0,0,0
3194,2014-04-05,1974-01-01,PhD,Single,71466.0,0,0,86,0,4,4,10,1,412,12,546,78,182,0,1,0,0,0,0,0,0
10839,2014-04-14,1976-01-01,Graduation,Together,36283.0,1,1,42,0,1,0,3,4,6,5,5,8,0,5,2,0,0,0,0,0,0
49,2014-05-11,1970-01-01,Graduation,Single,20587.0,1,0,39,0,1,1,2,7,2,3,6,4,1,9,1,0,0,0,0,0,0
4290,2014-03-19,1972-01-01,Graduation,Married,30467.0,1,0,8,0,1,0,2,7,1,3,8,2,5,5,1,0,0,0,0,0,0
10219,2013-06-18,1972-01-01,Graduation,Together,31590.0,1,0,40,0,1,0,3,8,6,2,15,6,6,3,1,0,0,0,0,0,0
4211,2012-10-29,1986-01-01,Basic,Married,20425.0,1,0,5,0,2,0,3,7,4,12,5,3,16,17,2,0,0,0,0,0,0
1135,2014-02-15,1960-01-01,Master,Together,17144.0,1,1,96,0,3,0,4,7,18,2,19,0,2,6,5,0,0,0,0,0,0
6299,2013-01-02,1968-01-01,PhD,Divorced,42564.0,0,1,28,0,6,8,4,7,324,48,186,39,18,198,6,0,0,1,0,0,1
