ID,Kidhome,Income,Teenhome,Recency,Complain,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,join_date,YOB,education,martial_status
3595,0,77226.00000000,1,29,0,6,8,12,3,631,43,239,128,76,21,3,0,0,0,0,0,1,2020-02-28,1963-01-01,Graduation,Together
7165,0,64474.00000000,1,59,0,8,2,10,5,381,35,172,56,86,93,3,0,0,0,0,0,1,2020-10-22,1972-01-01,Graduation,Together
6203,0,74485.00000000,0,58,0,6,7,12,3,499,149,815,173,49,49,3,0,0,0,0,0,1,2020-08-24,1947-01-01,Graduation,Together
1158,0,48877.00000000,1,27,0,3,0,4,7,102,1,15,2,0,24,3,0,0,0,0,0,1,2020-01-05,1966-01-01,Graduation,Divorced
3517,1,40887.00000000,1,32,0,3,1,3,9,50,4,44,10,10,43,3,0,0,0,0,0,1,2020-05-06,1952-01-01,Graduation,Single
6355,1,44359.00000000,1,19,0,2,0,4,3,20,0,14,7,3,1,3,0,0,0,0,0,1,2020-06-17,1978-01-01,Graduation,Married
3009,0,71670.00000000,0,8,0,5,3,6,6,1462,16,128,0,0,160,3,0,0,0,0,0,1,2020-07-09,1962-01-01,PhD,Widow
8925,0,70053.00000000,1,38,0,8,5,10,5,512,53,98,81,179,89,3,0,0,0,0,0,1,2020-07-03,1965-01-01,Master,Married
7530,1,56551.00000000,1,48,0,2,1,4,4,67,4,32,17,2,16,3,0,0,0,0,0,1,2020-05-07,1950-01-01,PhD,Widow
2109,0,96843.00000000,0,60,0,6,11,10,2,448,71,951,40,17,17,3,0,0,0,0,0,1,2020-04-23,1990-01-01,Graduation,Single
10448,0,46998.00000000,1,55,0,5,3,5,7,172,41,86,45,6,27,3,0,0,0,0,0,1,2020-10-22,1956-01-01,Graduation,Single
8514,1,29478.00000000,0,59,0,1,0,3,6,8,0,7,3,1,1,3,0,0,0,0,0,1,2020-01-17,1976-01-01,Graduation,Together
6428,0,76842.00000000,0,37,0,1,8,7,0,605,10,345,84,54,32,3,0,0,0,0,0,1,2020-05-03,1950-01-01,PhD,Widow
5626,0,61798.00000000,0,13,0,4,2,9,4,338,4,89,11,8,13,3,0,0,0,0,0,1,2020-11-23,1964-01-01,PhD,Single
7919,0,72335.00000000,0,2,0,10,4,8,8,1285,105,653,28,21,0,3,0,0,0,0,0,1,2020-08-13,1976-01-01,PhD,Together
3434,0,80872.00000000,0,60,0,4,4,10,1,483,72,567,94,12,108,3,0,0,0,0,0,1,2020-05-12,1951-01-01,Graduation,Single
2162,0,56939.00000000,1,19,0,3,3,10,3,256,34,103,90,29,49,3,0,0,0,0,0,1,2020-09-18,1976-01-01,Graduation,Married
6663,0,51141.00000000,0,96,0,3,1,4,5,144,0,7,0,0,6,3,0,0,0,0,0,1,2020-07-08,1940-01-01,PhD,Single
9955,0,39898.00000000,1,20,0,3,0,4,7,69,8,26,12,7,12,3,0,0,0,0,0,1,2020-02-12,1954-01-01,Graduation,Together
7842,1,36065.00000000,1,54,0,3,0,3,8,18,7,34,10,2,3,3,0,0,0,0,0,1,2020-03-31,1968-01-01,Graduation,Single
2495,0,83891.00000000,1,24,0,4,7,10,1,217,38,350,111,85,15,3,0,0,0,0,0,1,2020-06-20,1974-01-01,Master,Married
10676,0,63211.00000000,0,3,0,3,8,7,2,145,193,459,205,26,145,3,0,0,0,0,0,1,2020-11-02,1982-01-01,Graduation,Married
10868,0,70792.00000000,0,82,0,3,4,10,3,344,45,654,104,11,114,3,0,0,0,0,0,1,2020-02-06,1951-01-01,Graduation,Widow
5015,1,34529.00000000,0,94,0,2,2,3,7,68,6,38,3,6,41,3,0,0,0,0,0,1,2020-09-14,1976-01-01,Master,Married
10413,0,72570.00000000,0,67,0,4,6,12,1,274,83,216,151,141,224,3,0,0,0,0,0,1,2020-04-25,1984-01-01,Graduation,Married
5393,1,23763.00000000,0,64,0,1,0,3,7,22,0,6,6,2,6,3,0,0,0,0,0,1,2020-08-07,1977-01-01,Graduation,Single
5138,0,28320.00000000,1,68,0,1,0,3,8,19,1,14,3,2,4,3,0,0,0,0,0,1,2020-01-14,1950-01-01,Graduation,Together
1139,0,73356.00000000,0,56,0,5,11,5,2,1050,14,322,0,14,112,3,0,0,0,0,0,1,2020-02-06,1984-01-01,PhD,Married
2478,1,25410.00000000,0,48,0,1,0,4,4,2,2,4,13,13,4,3,0,0,0,0,0,1,2020-08-31,1973-01-01,Graduation,Married
9291,0,34242.00000000,1,25,0,0,0,3,5,8,2,4,0,0,1,3,0,0,0,0,0,1,2020-03-23,1959-01-01,Master,Married
6250,0,54356.00000000,1,62,0,11,2,8,8,710,15,30,20,0,0,3,0,0,0,0,0,1,2020-11-19,1949-01-01,PhD,Widow
4827,0,54998.00000000,1,3,0,4,2,9,4,154,22,202,39,30,8,3,0,0,0,0,0,1,2020-03-10,1956-01-01,PhD,Single
1403,1,34984.00000000,1,40,0,1,0,3,7,8,4,15,3,5,3,3,0,0,0,0,0,1,2020-09-06,1975-01-01,"2n Cycle",Together
6200,0,75903.00000000,1,50,0,6,6,9,3,340,108,185,130,38,100,3,0,0,0,0,0,1,2020-04-08,1951-01-01,Graduation,Married
7007,2,29543.00000000,0,47,0,3,1,2,7,17,3,18,3,4,18,3,0,0,0,0,0,1,2020-04-01,1968-01-01,Master,Married
1458,1,21059.00000000,0,40,0,3,0,3,6,8,3,19,3,3,8,3,0,0,0,0,0,1,2020-01-07,1982-01-01,Master,Married
2878,0,67472.00000000,1,93,0,4,2,7,3,162,31,127,8,17,69,3,0,0,0,0,0,1,2020-09-28,1947-01-01,PhD,Married
5734,1,61917.00000000,1,83,0,2,0,4,5,46,4,36,2,2,1,3,0,0,0,0,0,1,2020-11-20,1974-01-01,PhD,Married
1518,1,62694.00000000,1,29,0,9,3,7,7,379,6,157,25,91,91,3,0,0,0,0,0,1,2020-06-17,1965-01-01,Master,Married
1867,0,64849.00000000,0,42,0,9,3,6,5,652,48,350,94,84,108,3,0,0,0,0,0,1,2020-11-13,1957-01-01,Graduation,Single
2181,0,70617.00000000,0,45,0,3,3,7,2,353,61,753,40,46,27,3,0,0,0,0,0,1,2020-06-23,1970-01-01,Graduation,Married
10872,0,55212.00000000,1,65,0,4,2,11,8,1103,0,45,0,0,34,3,0,0,0,0,0,1,2020-11-23,1969-01-01,PhD,Married
3112,1,22701.00000000,0,2,0,1,0,3,5,2,4,9,0,4,5,3,0,0,0,0,0,1,2020-09-05,1977-01-01,Master,Married
7966,1,80982.00000000,1,48,1,11,5,11,5,505,137,401,104,22,22,3,0,0,0,0,0,1,2020-01-08,1959-01-01,Graduation,Single
4994,0,77598.00000000,0,53,0,7,5,13,3,1193,33,281,129,66,33,3,0,0,0,0,0,1,2020-10-01,1943-01-01,Master,Single
3138,0,91249.00000000,0,84,0,7,9,6,4,1324,27,119,71,108,27,3,0,0,0,0,0,1,2020-10-20,1956-01-01,Graduation,Single
3283,0,70932.00000000,1,57,0,6,2,12,3,200,193,100,46,185,185,3,0,0,0,0,0,1,2020-01-19,1972-01-01,"2n Cycle",Married
2546,0,31878.00000000,1,7,0,1,0,4,3,23,4,5,10,5,23,3,0,0,0,0,0,1,2020-06-22,1977-01-01,"2n Cycle",Single
10686,1,34230.00000000,1,72,0,1,0,2,7,15,0,4,0,0,2,3,0,0,0,0,0,1,2020-12-26,1965-01-01,PhD,Together
2929,0,20180.00000000,0,27,0,2,1,4,7,18,42,24,15,20,18,3,0,0,0,0,0,1,2020-02-20,1976-01-01,Graduation,Single
4385,1,36038.00000000,0,82,0,3,0,3,6,23,0,15,0,2,7,3,0,0,0,0,0,1,2020-05-31,1981-01-01,PhD,Single
2326,0,18929.00000000,0,15,0,1,0,4,6,32,0,8,23,4,18,3,0,0,0,0,0,1,2020-02-16,1990-01-01,Graduation,Married
10176,0,57107.00000000,1,44,0,4,4,8,8,159,0,120,0,0,137,3,0,0,0,0,0,1,2020-08-24,1968-01-01,Graduation,Single
7101,0,52278.00000000,1,24,0,10,5,10,8,953,0,71,0,0,174,3,0,0,0,0,0,1,2020-01-25,1963-01-01,PhD,Widow
5831,0,77870.00000000,1,93,0,5,5,5,8,1017,50,500,65,50,133,3,0,0,0,0,0,1,2020-08-22,1967-01-01,Graduation,Married
6417,0,80573.00000000,0,85,0,4,6,13,2,829,138,430,60,92,15,3,0,0,0,0,0,1,2020-10-14,1971-01-01,Master,Together
5544,0,67384.00000000,1,32,0,7,8,5,5,957,40,175,158,53,107,3,0,0,0,0,0,1,2020-11-10,1970-01-01,Graduation,Single
5832,0,92556.00000000,0,32,0,3,5,13,0,493,183,352,184,23,28,3,0,0,0,0,0,1,2020-04-20,1960-01-01,"2n Cycle",Together
5623,1,31535.00000000,0,95,0,1,1,2,7,15,4,13,0,0,19,3,0,0,0,0,0,1,2020-09-26,1980-01-01,Master,Married
3265,0,35701.00000000,0,36,0,1,0,3,6,21,1,9,7,3,5,3,0,0,0,0,0,1,2020-03-19,1959-01-01,Graduation,Married
10680,1,33235.00000000,0,71,0,3,0,3,7,45,0,16,2,1,6,3,0,0,0,0,0,1,2020-02-05,1986-01-01,Graduation,Together
17,0,60491.00000000,1,81,0,6,11,7,5,637,47,237,12,19,76,3,0,0,0,0,0,1,2020-09-06,1971-01-01,PhD,Married
544,0,62820.00000000,0,51,0,3,4,6,1,398,61,265,138,61,53,3,0,0,0,0,0,1,2020-05-11,1954-01-01,Graduation,Married
10951,0,45688.00000000,1,20,0,3,1,8,4,279,0,18,0,0,9,3,0,0,0,0,0,1,2020-01-25,1968-01-01,Graduation,Married
2337,1,29819.00000000,0,77,0,3,0,3,6,9,1,24,2,1,2,3,0,0,0,0,0,1,2020-10-24,1971-01-01,Graduation,Divorced
5896,0,73395.00000000,0,94,0,4,4,6,2,272,7,80,20,7,11,3,0,0,0,0,0,1,2020-03-18,1987-01-01,Master,Married
10779,0,22148.00000000,0,16,0,1,0,3,7,15,5,14,0,4,11,3,0,0,0,0,0,1,2020-04-13,1983-01-01,Graduation,Single
10789,1,45759.00000000,1,13,0,2,0,3,7,42,1,18,3,0,4,3,0,0,0,0,0,1,2020-02-23,1964-01-01,PhD,Married
8780,0,59292.00000000,1,71,0,3,5,8,3,378,14,68,19,14,14,3,0,0,0,0,0,1,2020-06-13,1950-01-01,PhD,Together
4619,0,113734.00000000,0,9,0,27,0,0,1,6,2,3,1,262,3,3,0,0,0,0,0,1,2020-05-28,1945-01-01,PhD,Single
5558,0,90933.00000000,0,90,0,4,6,4,1,1020,31,430,62,63,79,3,0,0,0,0,0,1,2020-03-31,1954-01-01,PhD,Single
8462,1,24882.00000000,0,52,0,1,1,2,6,1,4,10,29,0,36,3,0,0,0,0,0,1,2020-09-09,1978-01-01,Basic,Together
3578,0,49160.00000000,1,29,0,3,1,6,6,122,21,43,25,10,15,3,0,0,0,0,0,1,2020-10-20,1949-01-01,Graduation,Divorced
1743,0,69719.00000000,0,99,0,2,3,5,1,273,86,208,177,14,43,3,0,0,0,0,0,1,2020-05-26,1974-01-01,Graduation,Single
6892,0,61671.00000000,1,23,0,10,4,6,8,641,7,56,0,0,28,3,0,0,0,0,0,1,2020-06-03,1968-01-01,Graduation,Divorced
5790,1,31158.00000000,0,62,0,2,0,3,8,25,6,16,20,0,5,3,0,0,0,0,0,1,2020-01-27,1985-01-01,Graduation,Married
3010,0,88420.00000000,0,87,0,4,7,8,1,957,153,612,99,95,153,3,0,0,0,0,0,1,2020-05-02,1989-01-01,Master,Together
2747,0,67546.00000000,0,90,0,4,10,5,3,864,134,768,150,38,172,3,0,0,0,0,0,1,2020-08-31,1988-01-01,PhD,Married
2961,1,42081.00000000,0,86,0,6,3,4,6,175,10,110,54,6,27,3,0,0,0,0,0,1,2020-02-26,1982-01-01,Graduation,Married
10858,1,76532.00000000,1,38,0,9,5,7,5,355,30,177,90,138,30,3,0,0,0,0,0,1,2020-09-09,1975-01-01,Graduation,Together
5113,0,86979.00000000,0,67,0,5,5,5,2,584,100,835,65,83,35,3,0,0,0,0,0,1,2020-11-07,1971-01-01,PhD,Divorced
7505,1,44155.00000000,1,24,0,1,1,2,4,22,1,9,0,0,14,3,0,0,0,0,0,1,2020-01-19,1957-01-01,PhD,Married
10702,1,52413.00000000,0,67,0,7,1,7,7,185,8,133,56,56,12,3,0,0,0,0,0,1,2020-11-03,1984-01-01,Graduation,Single
7679,0,30298.00000000,0,48,0,1,1,3,3,6,3,12,6,1,0,3,0,0,0,0,0,1,2020-05-19,1985-01-01,PhD,Single
6461,0,62772.00000000,1,74,0,5,6,11,2,581,49,157,43,8,108,3,0,0,0,0,0,1,2020-05-19,1969-01-01,Master,Single
5180,0,50616.00000000,1,56,0,4,0,4,7,128,0,16,0,1,4,3,0,0,0,0,0,1,2020-04-18,1968-01-01,PhD,Divorced
8341,1,30396.00000000,0,22,0,1,1,2,7,15,0,6,0,1,12,3,0,0,0,0,0,1,2020-04-30,1969-01-01,PhD,Married
3074,0,70643.00000000,0,66,0,5,8,4,6,1218,107,304,23,143,33,3,0,0,0,0,0,1,2020-10-15,1984-01-01,PhD,Married
3426,1,70300.00000000,0,89,0,5,5,13,8,1045,61,338,60,46,46,3,0,0,0,0,0,1,2020-07-15,1975-01-01,Graduation,Divorced
1570,0,69702.00000000,1,8,0,7,7,10,4,664,9,240,50,19,57,3,0,0,0,0,0,1,2020-02-19,1951-01-01,PhD,Together
1399,0,72905.00000000,0,52,0,3,7,9,1,407,114,445,181,165,203,3,0,0,0,0,0,1,2020-01-21,1958-01-01,Graduation,Married
3766,0,33051.00000000,0,15,0,9,1,8,9,100,71,243,108,94,219,3,0,0,0,0,0,1,2020-08-16,1959-01-01,Master,Widow
9612,0,23830.00000000,0,3,0,1,0,3,7,1,8,6,4,8,16,3,0,0,0,0,0,1,2020-02-07,1987-01-01,"2n Cycle",Single
4796,0,49638.00000000,1,71,0,1,0,3,2,18,10,3,3,5,0,3,0,0,0,0,0,1,2020-04-19,1952-01-01,Graduation,Divorced
6715,0,60200.00000000,1,3,0,6,2,11,6,502,19,132,0,6,26,3,0,0,0,0,0,1,2020-01-02,1948-01-01,PhD,Single
3722,1,44503.00000000,1,83,0,2,0,3,6,31,1,8,0,0,8,3,0,0,0,0,0,1,2020-04-16,1972-01-01,Graduation,Single
8602,0,69932.00000000,1,97,0,7,6,11,4,412,172,153,150,105,57,3,0,0,0,0,0,1,2020-06-12,1964-01-01,Graduation,Divorced
3286,1,26642.00000000,0,71,0,2,0,3,6,13,2,15,2,2,8,3,0,0,0,0,0,1,2020-03-01,1967-01-01,PhD,Divorced
2186,0,82326.00000000,0,30,0,5,10,6,2,938,142,754,159,81,183,3,0,0,0,0,0,1,2020-03-10,1977-01-01,"2n Cycle",Together
8486,1,30538.00000000,0,27,0,9,0,4,10,284,0,52,8,3,20,3,0,0,0,0,0,1,2020-10-01,1971-01-01,Master,Together
9467,1,34738.00000000,0,51,0,1,0,3,6,3,2,10,3,0,2,3,0,0,0,0,0,1,2020-05-11,1984-01-01,Graduation,Single
4227,1,32889.00000000,1,78,0,2,1,3,5,28,0,13,4,2,8,3,0,0,0,0,0,1,2020-09-06,1968-01-01,Master,Together
3678,1,60208.00000000,1,13,0,8,3,7,7,488,23,71,15,0,59,3,0,0,0,0,0,1,2020-10-07,1973-01-01,Graduation,Widow
9064,0,69109.00000000,0,10,0,6,6,7,4,823,25,459,124,29,95,3,0,0,0,0,0,1,2020-11-09,1982-01-01,Graduation,Married
3254,1,70886.00000000,0,65,0,5,4,4,2,407,70,239,103,88,53,3,0,0,0,0,0,1,2020-10-14,1971-01-01,Graduation,Married
1630,0,61825.00000000,1,56,0,4,2,8,4,162,50,100,55,30,27,3,0,0,0,0,0,1,2020-08-07,1979-01-01,Graduation,Single
10241,0,11448.00000000,0,16,0,1,0,2,6,0,0,0,6,2,6,3,0,0,0,0,0,1,2020-12-15,1975-01-01,"2n Cycle",Divorced
1459,0,69063.00000000,1,16,0,5,3,5,3,666,35,124,69,8,26,3,0,0,0,0,0,1,2020-11-07,1966-01-01,PhD,Married
521,1,54006.00000000,0,42,0,8,1,7,7,174,77,203,6,24,97,3,0,0,0,0,0,1,2020-09-18,1985-01-01,Graduation,Together
9029,0,70116.00000000,0,73,0,2,8,12,1,707,44,603,95,58,29,3,0,0,0,0,0,1,2020-01-26,1972-01-01,PhD,Married
5316,0,21024.00000000,0,89,0,2,0,4,7,36,4,18,6,2,18,3,0,0,0,0,0,1,2020-07-04,1976-01-01,Master,Together
6710,2,58217.00000000,1,84,0,2,0,4,6,68,1,13,3,5,13,3,0,0,0,0,0,1,2020-11-17,1951-01-01,Master,Single
2886,0,74290.00000000,1,70,0,10,8,10,6,1121,0,72,0,12,12,3,0,0,0,0,0,1,2020-08-12,1971-01-01,Master,Divorced
10163,0,82733.00000000,0,28,0,8,4,7,4,712,50,420,65,38,38,3,0,0,0,0,0,1,2020-09-10,1984-01-01,PhD,Single
9595,0,64260.00000000,0,1,0,4,5,4,3,539,169,816,20,0,30,3,0,0,0,0,0,1,2020-01-11,1961-01-01,Graduation,Together
1168,0,72159.00000000,0,62,0,4,6,10,2,322,53,899,34,40,53,3,0,0,0,0,0,1,2020-10-29,1978-01-01,PhD,Married
11148,1,22280.00000000,0,85,0,1,0,2,8,2,1,4,3,1,2,3,0,0,0,0,0,1,2020-05-19,1975-01-01,Graduation,Together
4427,0,83257.00000000,0,56,1,5,10,12,6,536,27,590,38,107,67,3,0,0,0,0,0,1,2020-09-18,1995-01-01,"2n Cycle",Single
5010,1,25008.00000000,0,72,0,1,0,3,8,2,8,8,6,1,9,3,0,0,0,0,0,1,2020-02-02,1988-01-01,Graduation,Single
4609,0,57705.00000000,1,14,0,8,1,6,6,383,0,53,6,4,40,3,0,0,0,0,0,1,2020-01-11,1966-01-01,PhD,Married
10595,0,30093.00000000,0,19,0,2,0,3,7,2,6,28,13,4,16,3,0,0,0,0,0,1,2020-07-08,1990-01-01,Graduation,Married
9931,1,4023.00000000,1,29,0,0,0,0,19,5,0,1,1,1,1,3,0,0,0,0,0,1,2020-06-23,1963-01-01,PhD,Married
7872,0,86836.00000000,0,7,0,6,10,6,5,179,21,273,0,21,63,3,0,0,0,0,0,1,2020-09-12,1975-01-01,PhD,Married
8527,1,65735.00000000,1,37,0,6,2,6,7,239,7,119,4,15,11,3,0,0,0,0,0,1,2020-12-07,1965-01-01,Master,Together
3170,0,68148.00000000,0,86,0,4,4,6,2,389,66,408,37,57,85,3,0,0,0,0,0,1,2020-08-31,1957-01-01,Master,Together
7419,1,27071.00000000,0,90,0,2,0,3,6,8,3,19,0,2,3,3,0,0,0,0,0,1,2020-04-23,1968-01-01,Master,Divorced
6906,0,84953.00000000,0,73,0,3,10,4,2,167,48,602,63,72,72,3,0,0,0,0,0,1,2020-06-03,1953-01-01,Master,Widow
9576,1,32313.00000000,0,60,0,4,0,4,9,86,4,56,2,4,7,3,0,0,0,0,0,1,2020-02-11,1982-01-01,PhD,Together
531,0,57333.00000000,1,55,0,8,5,9,6,941,14,397,76,58,176,3,0,0,0,0,0,1,2020-09-22,1954-01-01,PhD,Divorced
9847,0,62972.00000000,1,39,0,7,4,3,6,313,15,47,20,0,192,3,0,0,0,0,0,1,2020-08-03,1955-01-01,"2n Cycle",Married
332,0,47743.00000000,1,56,0,4,1,6,6,198,2,43,0,12,20,3,0,0,0,0,0,1,2020-03-22,1957-01-01,Graduation,Married
7849,0,80336.00000000,0,12,0,2,9,13,1,209,19,456,160,142,66,3,0,0,0,0,0,1,2020-09-09,1970-01-01,PhD,Married
7393,1,41580.00000000,1,15,0,2,1,3,5,56,5,24,4,0,3,3,0,0,0,0,0,1,2020-12-10,1978-01-01,Graduation,Together
10521,1,54809.00000000,1,0,0,2,1,5,4,63,6,57,13,13,22,3,0,0,0,0,0,1,2020-09-11,1977-01-01,Graduation,Married
5866,1,48186.00000000,0,39,0,4,1,4,7,97,3,66,12,7,34,3,0,0,0,0,0,1,2020-03-20,1974-01-01,Graduation,Together
7129,0,54693.00000000,1,72,0,6,4,13,6,686,17,142,23,26,35,3,0,0,0,0,0,1,2020-02-17,1962-01-01,PhD,Married
9860,0,44911.00000000,1,11,0,4,1,4,7,159,0,22,2,1,31,3,0,0,0,0,0,1,2020-03-15,1959-01-01,Graduation,Together
6859,1,29236.00000000,0,30,0,4,0,3,9,37,4,24,16,9,9,3,0,0,0,0,0,1,2020-10-08,1987-01-01,Graduation,Single
1087,1,22669.00000000,0,30,0,4,1,2,9,16,14,36,37,22,48,3,0,0,0,0,0,1,2020-05-22,1975-01-01,Master,Together
4687,0,80739.00000000,0,92,0,3,11,9,1,674,92,736,39,0,92,3,0,0,0,0,0,1,2020-05-23,1958-01-01,Master,Married
5302,0,78394.00000000,0,13,0,4,6,5,2,298,27,697,216,24,166,3,0,0,0,0,0,1,2020-02-15,1986-01-01,Graduation,Together
5441,0,54111.00000000,1,97,0,5,2,6,5,267,6,54,8,3,50,3,0,0,0,0,0,1,2020-08-25,1965-01-01,PhD,Widow
78,1,25293.00000000,0,51,0,1,1,2,8,15,0,11,0,2,9,3,0,0,0,0,0,1,2020-09-15,1969-01-01,Graduation,Married
1440,0,52513.00000000,0,84,0,9,5,9,7,367,17,241,104,188,232,3,0,0,0,0,0,1,2020-09-04,1978-01-01,"2n Cycle",Together
9166,0,63967.00000000,1,57,0,4,4,12,2,387,84,141,73,35,162,3,0,0,0,0,0,1,2020-08-09,1968-01-01,Graduation,Married
8334,1,33316.00000000,1,34,0,2,1,4,6,79,1,31,4,4,12,3,0,0,0,0,0,1,2020-10-04,1971-01-01,Master,Single
5684,1,44635.00000000,1,25,0,2,0,3,7,56,0,9,0,0,3,3,0,0,0,0,0,1,2020-10-11,1971-01-01,Master,Divorced
2415,0,62568.00000000,1,99,0,5,3,5,4,362,17,398,80,35,61,3,0,0,0,0,0,1,2020-04-07,1962-01-01,Graduation,Together
8566,1,32583.00000000,1,10,0,1,0,2,7,5,0,3,0,0,1,3,0,0,0,0,0,1,2020-06-15,1961-01-01,PhD,Together
10307,0,50387.00000000,2,91,0,6,2,8,5,369,9,87,12,14,34,3,0,0,0,0,0,1,2020-08-31,1956-01-01,Graduation,Married
10057,0,72282.00000000,0,70,0,5,7,9,7,503,27,419,90,139,153,3,0,0,0,0,0,1,2020-07-19,1951-01-01,Graduation,Single
5782,0,58582.00000000,1,15,0,9,2,9,5,402,35,106,101,77,42,3,0,0,0,0,0,1,2020-09-28,1982-01-01,"2n Cycle",Together
2549,1,21840.00000000,0,80,0,1,0,3,9,17,0,9,0,0,1,3,0,0,0,0,0,1,2020-07-21,1983-01-01,PhD,Together
10177,0,72071.00000000,1,4,0,5,4,8,2,531,69,300,150,138,150,3,0,0,0,0,0,1,2020-02-14,1954-01-01,Graduation,Divorced
10513,0,63207.00000000,0,68,0,2,3,6,7,438,169,565,91,169,70,3,0,0,0,0,0,1,2020-01-20,1992-01-01,Graduation,Together
8093,0,79734.00000000,0,72,0,4,3,6,1,572,8,232,23,62,17,3,0,0,0,0,0,1,2020-06-28,1969-01-01,Master,Married
269,0,46757.00000000,1,71,0,4,4,7,9,777,30,163,0,51,122,3,0,0,0,0,0,1,2020-11-16,1963-01-01,PhD,Single
5513,1,37758.00000000,1,49,0,1,0,3,8,27,2,10,0,0,1,3,0,0,0,0,0,1,2020-10-04,1966-01-01,Graduation,Together
1990,0,63159.00000000,0,74,0,3,5,8,3,965,34,586,89,86,37,3,0,0,0,0,0,1,2020-11-05,1974-01-01,PhD,Single
1619,0,90369.00000000,0,2,0,4,6,6,1,292,51,981,224,23,17,3,0,0,0,0,0,1,2020-04-28,1956-01-01,Graduation,Married
3130,1,18701.00000000,1,95,0,2,0,4,5,12,4,2,10,6,10,3,0,0,0,0,0,1,2020-06-04,1964-01-01,Graduation,Single
6237,0,7144.00000000,2,92,0,23,1,1,0,81,4,33,5,2,291,3,0,0,0,0,0,1,2020-12-07,1966-01-01,PhD,Single
9284,0,53977.00000000,1,21,0,5,5,12,5,620,16,165,0,24,82,3,0,0,0,0,0,1,2020-06-08,1958-01-01,Graduation,Together
8397,1,44689.00000000,1,82,0,1,1,2,7,18,0,5,0,0,11,3,0,0,0,0,0,1,2020-01-10,1951-01-01,Graduation,Married
4168,1,37070.00000000,1,30,0,5,1,8,7,231,7,137,4,15,39,3,0,0,0,0,0,1,2020-03-20,1966-01-01,Graduation,Single
6289,1,59385.00000000,1,85,0,3,1,4,5,135,0,10,0,4,36,3,0,0,0,0,0,1,2020-04-28,1951-01-01,Master,Together
6977,0,75702.00000000,1,87,0,10,5,13,6,1073,0,629,145,37,37,3,0,0,0,0,0,1,2020-10-14,1974-01-01,Graduation,Together
2831,0,78416.00000000,1,99,0,7,7,10,3,453,38,279,188,38,183,3,0,0,0,0,0,1,2020-06-27,1976-01-01,Graduation,Together
762,1,75774.00000000,0,27,0,7,5,8,4,340,21,134,258,14,56,3,0,0,0,0,0,1,2020-05-02,1981-01-01,"2n Cycle",Together
8439,0,63404.00000000,2,97,0,6,3,4,4,734,26,70,11,44,17,3,0,0,0,0,0,1,2020-06-06,1964-01-01,Graduation,Together
2952,1,36273.00000000,0,80,0,3,0,3,6,29,3,30,3,2,9,3,0,0,0,0,0,1,2020-04-16,1977-01-01,Master,Single
7002,0,62535.00000000,1,13,0,3,2,8,3,163,48,90,0,45,52,3,0,0,0,0,0,1,2020-10-03,1955-01-01,Graduation,Single
10691,1,28520.00000000,1,55,0,1,1,2,6,11,0,10,0,2,20,3,0,0,0,0,0,1,2020-06-14,1960-01-01,Master,Married
9905,1,34074.00000000,1,69,0,3,3,3,6,135,1,41,10,1,67,3,0,0,0,0,0,1,2020-07-13,1952-01-01,Graduation,Together
1250,1,37697.00000000,0,82,0,2,1,3,6,34,6,21,11,4,8,3,0,0,0,0,0,1,2020-02-07,1976-01-01,Graduation,Single
7960,0,82122.00000000,0,89,0,3,9,13,1,734,22,350,151,25,100,3,0,0,0,0,0,1,2020-08-15,1962-01-01,"2n Cycle",Together
9150,1,48918.00000000,1,21,0,1,0,4,4,52,0,9,0,0,1,3,0,0,0,0,0,1,2020-04-12,1963-01-01,PhD,Single
1419,1,34026.00000000,1,11,0,2,1,3,5,18,6,15,12,8,17,3,0,0,0,0,0,1,2020-08-05,1950-01-01,Graduation,Together
6173,0,77298.00000000,1,46,0,6,6,11,3,425,115,292,23,35,79,3,0,0,0,0,0,1,2020-11-02,1979-01-01,Graduation,Together
1513,1,60839.00000000,1,72,0,2,2,12,8,600,21,128,223,150,128,3,0,0,0,0,0,1,2020-08-28,1979-01-01,"2n Cycle",Together
8008,1,36075.00000000,0,54,0,2,0,4,6,46,0,30,12,1,30,3,0,0,0,0,0,1,2020-12-09,1983-01-01,Graduation,Together
2870,0,49094.00000000,1,6,0,6,3,6,6,376,0,38,11,8,69,3,0,0,0,0,0,1,2020-09-21,1973-01-01,Graduation,Married
9648,1,46904.00000000,1,20,0,5,1,4,8,153,4,56,0,9,31,3,0,0,0,0,0,1,2020-11-03,1967-01-01,Graduation,Single
7261,1,34600.00000000,1,8,0,5,2,5,8,199,33,60,8,3,15,3,0,0,0,0,0,1,2020-01-01,1971-01-01,Graduation,Together
10678,0,71232.00000000,1,91,0,11,2,10,7,653,17,170,34,26,17,3,0,0,0,0,0,1,2020-11-28,1959-01-01,Graduation,Together
9645,0,64590.00000000,0,98,0,9,4,10,6,920,138,168,36,46,30,3,0,0,0,0,0,1,2020-10-14,1968-01-01,Graduation,Married
